,Kezelés,Helyrajzi és albetétszám,Cím,Lépcsőház,Emelet,Ajtó,Besorolási kategória,Negyed,2022szept_állapot,2023nov_állapot,Mőszaki állapot,Terület,Épületen belüli fekvés,Ü/Nü dátum,Tárgyhó KK,Mérőóra fajták,Aljogcím,Meddig,Aktuális hó bérleti / használati díj,Éves bérleti és / vagy használati díj
505,Társasház,34760/A/142,II. János Pál pápa tér 14-16,3. lp.,Fsz.,UZ/5,3,Népszínház negyed,Üres,Üres,Rossz állapotú,36.0,UCH,3/8/2016,15840.0,áram,,,0.0,500000.0
506,Társasház,36487/A/1,Kőfaragó u. 5,,Pi.,RA,2,Palotanegyed,Üres,Üres,Közepes állapotú,66.0,UCH+UDP,7/29/2022,31668.0,"áram, gáz, víz",,,0.0,0.0
511,Társasház,36702/A/7,József krt. 49,,Pi.,OV/1,2,Palotanegyed,Üres,Üres,Rossz állapotú,94.2,UDP,1/1/2000,17971.0,,,,0.0,0.0
512,Társasház,36703/A/1,József krt. 51,,Pi.,OV,2,Palotanegyed,Üres,Üres,Rossz állapotú,83.0,UDP,5/5/2011,15770.0,,,,0.0,0.0
520,Társasház,35637/A/1,József krt. 58,,Pi.,OV,2,Corvin negyed,Üres,Üres,Rossz állapotú,92.0,UDP,9/1/2016,18860.0,víz,,,0.0,0.0
521,Társasház,36780/A/1,József krt. 59-61,,Pi.,OV,2,Palotanegyed,Üres,Üres,Rossz állapotú,181.0,UDP,1/1/2000,41920.0,,,,0.0,0.0
522,Társasház,36660/A/1,Mária u. 6,,Pi.,1.,3,Palotanegyed,Üres,Üres,Közepes állapotú,70.0,UCP,9/24/2013,74241.0,víz,,,0.0,0.0
525,Társasház,36781/A/1,József krt. 63,,Pi.,OV,2,Palotanegyed,Üres,Üres,Rossz állapotú,113.0,UDP,1/1/2000,23400.0,,,,0.0,0.0
528,Társasház,36785/4/A/37,József krt. 65,,Pi.,RA/2,2,Palotanegyed,Üres,Üres,Rossz állapotú,79.0,UCP,1/1/2000,15800.0,víz,,,0.0,0.0
532,Társasház,35643/A/4,József krt. 68,,Fsz.,UZ/1,2,Corvin negyed,Üres,Üres,Jó állapotú,95.0,UCH,11/21/2018,24766.0,"áram, gáz, víz",,,0.0,0.0
534,Társasház,36787/A/3,József krt. 69,,Pi.,ÜZ/3,2,Palotanegyed,Üres,Üres,Rossz állapotú,126.0,UDP,1/1/2000,23940.0,,,,0.0,0.0
539,Társasház,36799/A/5,József krt. 71-73,,Pi.,OV/1,2,Palotanegyed,Üres,Üres,Rossz állapotú,178.0,UDP,1/1/2000,35600.0,,,,0.0,0.0
540,Társasház,35646/A/29,József krt. 72,,Pi.,OV,2,Corvin negyed,Üres,Üres,Rossz állapotú,63.0,UDP,1/1/2000,28350.0,víz,,,0.0,0.0
541,Társasház,35647/A/1,József krt. 74-76,,Pi.,OV,2,Corvin negyed,Üres,Üres,Rossz állapotú,42.0,UDP,1/1/2000,23100.0,,,,0.0,0.0
544,Társasház,36801/A/6,József krt. 77-79,,Pi.,MÜ,2,Palotanegyed,Üres,Üres,Rossz állapotú,214.0,UDP,1/1/2000,44940.0,víz,,,0.0,0.0
545,Társasház,36801/A/45,József krt. 77-79,,Pi.,OV,2,Palotanegyed,Üres,Üres,Rossz állapotú,68.0,UDP,1/1/2000,17340.0,,,,0.0,0.0
546,Társasház,34848/A/1,József krt. 8,,Pi.,EGYÉB,2,Csarnok negyed,Üres,Üres,Rossz állapotú,173.0,UDP,11/25/2008,79580.0,,,,0.0,0.0
547,Társasház,34848/A/4,József krt. 8,,Fsz.,UZ/3,2,Csarnok negyed,Üres,Üres,Rossz állapotú,3.0,UDH (földszinti),1/1/2000,1713.0,,,,0.0,0.0
548,Társasház,36398/A/18,József krt. 80,,Pi.,OV,2,Corvin negyed,Üres,Üres,Rossz állapotú,60.0,UDP,1/1/2000,18000.0,víz,,,0.0,0.0
549,Társasház,36802/A/2,József krt. 81,,Pi.,OV/1,2,Palotanegyed,Üres,Üres,Rossz állapotú,79.0,UDP,1/1/2000,23352.0,,,,0.0,0.0
550,Társasház,36803/A/1,József krt. 83,,Pi.,OV,2,Palotanegyed,Üres,Üres,Rossz állapotú,88.0,UDP,11/22/2005,18480.0,víz,,,0.0,0.0
552,Társasház,36804/A/1,József krt. 85,,Pi.,OV/1,2,Palotanegyed,Üres,Üres,Rossz állapotú,89.0,UDP,5/17/2011,25543.0,,,,0.0,0.0
553,Társasház,36804/A/2,József krt. 85,,Pi.,OV/2,2,Palotanegyed,Üres,Üres,Rossz állapotú,84.0,UDP,1/1/2000,24108.0,,,,0.0,0.0
554,Társasház,36410/A/1,József krt. 9,,Pi.,OV/1,2,Palotanegyed,Üres,Üres,Rossz állapotú,87.0,UDP,1/1/2000,19314.0,víz,,,0.0,0.0
558,Társasház,35222/A/30,József u. 11,,Pi.,9.,3,Csarnok negyed,Üres,Üres,Rossz állapotú,63.0,UCP,1/25/2010,12665.0,"áram, gáz, víz",,,0.0,0.0
559,Társasház,35222/A/31,József u. 11,,Fsz.,UZ/10,3,Csarnok negyed,Üres,Üres,Rossz állapotú,58.0,UCH,2/15/2021,29070.0,"áram, gáz, víz",,,0.0,0.0
560,Társasház,35218/A/1,József u. 15-17,,Pi.,UZ/1,3,Csarnok negyed,Üres,Üres,Rossz állapotú,147.0,UCP,2/2/2010,19594.0,"áram, víz",,,0.0,0.0
564,Társasház,34947/A/22,József u. 26-28,,Pi.,RA/22,3,Csarnok negyed,Üres,Üres,Rossz állapotú,253.95,UCP,1/1/2000,64757.0,áram,,,0.0,0.0
567,Társasház,36714/A/33,Krúdy u. 5,,as.,1.,1,Palotanegyed,Üres,Üres,Közepes állapotú,76.0,UDP,2/7/2011,20200.0,,,,0.0,0.0
575,Társasház,35178/A/1,József u. 41,,as.,RA,3,Csarnok negyed,Üres,Üres,Rossz állapotú,53.0,UDP,1/1/2000,54978.0,"áram, víz",,,0.0,0.0
577,Társasház,35006/A/26,József u. 42,,Pi.,OV/1,3,Csarnok negyed,Üres,Üres,Közepes állapotú,42.0,UDP,1/1/2000,16800.0,,,,0.0,0.0
578,Társasház,35006/A/27,József u. 42,,Pi.,OV/2,3,Csarnok negyed,Üres,Üres,Közepes állapotú,42.0,UDP,1/1/2000,16800.0,,,,0.0,0.0
579,Társasház,35044/A/1,József u. 46,,Pi.,RA/1,3,Csarnok negyed,Üres,Üres,Rossz állapotú,114.0,UCP,4/13/2005,28800.0,víz,,,0.0,0.0
581,Önkormányzati bérház,35159/A/41,József u. 47,,Fsz.,UCH,3,Csarnok negyed,Üres,Üres,Rossz állapotú,48.0,UCH,7/11/2017,0.0,"áram, hőmennyiség, víz",,,0.0,0.0
582,Önkormányzati bérház,35153//0,József u. 59.,,Fsz.,2.,3,Csarnok negyed,Üres,Üres,Rossz állapotú,32.0,UDH (földszinti),1/1/2000,0.0,,,,0.0,0.0
584,Társasház,34888/A/15,József u. 6,,Pi.,,3,Csarnok negyed,Üres,Üres,Közepes állapotú,149.0,UCP,1/1/2000,29944.0,gáz,,,0.0,0.0
586,Társasház,35224/A/1,József u. 7,,Pi.,IR/1,3,Csarnok negyed,Üres,Üres,Rossz állapotú,127.0,UCP,1/1/2000,41440.0,víz,,,0.0,0.0
587,Társasház,35901/A/29,Kálvária tér 11,,Pi.,RA,3,Orczy negyed,Üres,Üres,Rossz állapotú,46.0,UCP,8/10/2009,6385.0,"áram, víz",,,0.0,0.0
592,Társasház,35435/A/31,Kálvária tér 16,,Fsz.,UZ/2,3,Magdolna negyed,Üres,Üres,Közepes állapotú,30.0,UCH,3/1/2022,9990.0,"áram, gáz, víz",,,0.0,19812.0
594,Társasház,35435/A/34,Kálvária tér 16,,Pi.,RA,3,Magdolna negyed,Üres,Üres,Rossz állapotú,111.0,UCP,6/5/1998,14785.0,víz,,,0.0,0.0
595,Társasház,35436/A/6,Kálvária tér 17,,Fsz.,IR/1,3,Magdolna negyed,Üres,Üres,Rossz állapotú,59.0,UCH,11/17/2008,28208.0,"áram, gáz, víz",,,0.0,0.0
600,Társasház,35458/A/1,Kálvária tér 21,,Fsz.,UZ/1,3,Magdolna negyed,Kiadott,Üres,Közepes állapotú,96.0,UCH,7/1/2006,34560.0,áram,,,0.0,1860437.0
602,Társasház,35487/A/1,Kálvária tér 23,,Pi.,RA/1,3,Magdolna negyed,Üres,Üres,Rossz állapotú,130.0,UCP,1/29/2009,36250.0,víz,,,0.0,0.0
603,Társasház,35487/A/2,Kálvária tér 23,,Pi.,RA/2,3,Magdolna negyed,Üres,Üres,Rossz állapotú,111.0,UCP,3/31/2011,31000.0,"áram, gáz, víz",,,0.0,0.0
604,Társasház,35868/A/42,Kálvária tér 4,,Pi.,OV,3,Orczy negyed,Üres,Üres,Közepes állapotú,56.0,UCP,6/7/1995,9310.0,,,,0.0,0.0
615,Önkormányzati bérház,35889//0,Kálvária u. 10,,Pi.,UCP,4,Orczy negyed,Üres,Üres,Rossz állapotú,70.0,UCP,7/14/1995,0.0,,,,0.0,0.0
616,Társasház,36063/A/61,Kálvária u. 24,,Pi.,OV,4,Orczy negyed,Üres,Üres,Közepes állapotú,83.0,UDP,1/1/2000,9628.0,,,,0.0,0.0
617,Önkormányzati bérház,36062//0,Kálvária u. 26,,Fsz.,UDH,4,Orczy negyed,Üres,Üres,Rossz állapotú,84.0,UDH (földszinti),1/16/2007,0.0,,,,0.0,0.0
618,Társasház,36061/A/41,Kálvária u. 28,,Pi.,OV,4,Orczy negyed,Üres,Üres,Közepes állapotú,171.0,UDP,2/4/2009,35910.0,,,,0.0,0.0
622,Önkormányzati bérház,35352//0,Karácsony S. u. 10,,Pi.,UCP,3,Magdolna negyed,Üres,Üres,Rossz állapotú,157.0,UCP,9/22/2016,0.0,"áram, gáz, víz",,,0.0,0.0
623,Önkormányzati bérház,35352//0,Karácsony S. u. 10,,Fsz.,10/A,3,Magdolna negyed,Üres,Üres,Rossz állapotú,23.0,UDH (földszinti),10/30/2012,0.0,,,,0.0,0.0
625,Önkormányzati bérház,35338//0,Karácsony S. u. 17,,as.,10,3,Magdolna negyed,Üres,Üres,Rossz állapotú,20.0,UDP,3/10/2003,0.0,,,,0.0,0.0
626,Önkormányzati bérház,35338//0,Karácsony S. u. 17,,Pi.,UCP,3,Magdolna negyed,Üres,Üres,Rossz állapotú,27.0,UCP,3/27/2003,0.0,áram,,,0.0,0.0
627,Önkormányzati bérház,35338//0,Karácsony S. u. 17,,Fsz.,UDH,3,Magdolna negyed,Üres,Üres,Rossz állapotú,41.0,UDH (földszinti),1/6/2013,0.0,áram,,,0.0,0.0
628,Önkormányzati bérház,35338//0,Karácsony S. u. 17,,as.,9.,3,Magdolna negyed,Üres,Üres,Rossz állapotú,23.0,UDP,1/1/2000,0.0,,,,0.0,0.0
629,Önkormányzati bérház,35338//0,Karácsony S. u. 17,,as.,,3,Magdolna negyed,Üres,Üres,Rossz állapotú,19.0,UDP,1/1/2000,0.0,,,,0.0,0.0
630,Társasház,35448/A/44,Karácsony S. u. 18,,Pi.,1.,3,Magdolna negyed,Üres,Üres,Közepes állapotú,59.0,UCP,7/10/2007,6500.0,víz,,,0.0,0.0
633,Társasház,35348/A/1,Karácsony S. u. 2/c,,Pi.,1.,3,Magdolna negyed,Üres,Üres,Rossz állapotú,43.0,UCP,9/30/2021,11684.0,áram,,,0.0,0.0
634,Társasház,35348/A/2,Karácsony S. u. 2/c,,Pi./Fsz.,2.,3,Magdolna negyed,Üres,Üres,Rossz állapotú,108.0,UCH+UCP,9/11/2017,29486.0,"áram, víz",,,0.0,0.0
635,Önkormányzati bérház,35449//0,Karácsony S. u. 20,,Fsz.,UCH,3,Magdolna negyed,Üres,Üres,Rossz állapotú,17.0,UCH,6/7/2011,0.0,víz,,,0.0,0.0
636,Önkormányzati bérház,35449//0,Karácsony S. u. 20,,Fsz.,UDH,3,Magdolna negyed,Üres,Üres,Közepes állapotú,46.0,UDH (földszinti),4/6/2005,0.0,víz,,,0.0,0.0
640,Társasház,35467/A/5,Karácsony S. u. 21,,Fsz.,MÜ/5,3,Magdolna negyed,Üres,Üres,Rossz állapotú,246.8,UCH+UCP,3/1/2006,60960.0,víz,,,0.0,0.0
641,Önkormányzati bérház,35450//0,Karácsony S. u. 22,A. ép.,as.,bal UCP,3,Magdolna negyed,Üres,Üres,Rossz állapotú,102.0,UCP,4/5/2012,0.0,,,,0.0,0.0
642,Önkormányzati bérház,35450//0,Karácsony S. u. 22,B. ép.,as.,jobb UCP,3,Magdolna negyed,Üres,Üres,Közepes állapotú,106.0,UCP,1/21/2013,0.0,,,,0.0,0.0
644,Társasház,35466/A/6,Karácsony S. u. 23,,Fsz.,RA/2,3,Magdolna negyed,Üres,Üres,Közepes állapotú,10.0,UDH (földszinti),1/1/2000,0.0,,,,0.0,0.0
645,Önkormányzati bérház,35451//0,Karácsony S. u. 24,,Fsz.,UCH,3,Magdolna negyed,Üres,Üres,Rossz állapotú,79.0,UCH,3/31/2022,0.0,"áram, víz",,,0.0,0.0
647,Önkormányzati bérház,35451//0,Karácsony S. u. 24,,Fsz.,UDH 1,3,Magdolna negyed,Üres,Üres,Közepes állapotú,225.0,UDH (földszinti),9/28/2009,0.0,"áram, víz",,,0.0,0.0
649,Társasház,35349/A/47,Karácsony S. u. 4,,Fsz.,RA,3,Magdolna negyed,Kiadott,Üres,Jó állapotú,27.0,UDH (földszinti),7/19/2019,8350.0,,,,0.0,497322.0
650,Társasház,35349/A/48,Karácsony S. u. 4,,Pi.,RA,3,Magdolna negyed,Üres,Üres,Rossz állapotú,77.0,UCP,1/1/2000,9800.0,víz,,,0.0,0.0
651,Önkormányzati bérház,35334//0,Karácsony S. u. 5,,Pi.,,3,Magdolna negyed,Üres,Üres,Rossz állapotú,105.0,UCH+UCP,8/8/2002,0.0,áram,,,0.0,0.0
652,Önkormányzati bérház,35334//0,Karácsony S. u. 5,,Fsz.,UDH,3,Magdolna negyed,Üres,Üres,Rossz állapotú,223.0,UDH (földszinti),7/12/2005,0.0,,,,0.0,0.0
653,Önkormányzati bérház,35350//0,Karácsony S. u. 6,,Fsz.,UDH,3,Magdolna negyed,Üres,Üres,Rossz állapotú,13.0,UDH (földszinti),7/11/2006,0.0,gáz,,,0.0,0.0
654,Önkormányzati bérház,35350//0,Karácsony S. u. 6,,Fsz.,UCH,3,Magdolna negyed,Kiadott,Üres,Jó állapotú,201.0,UCH,9/30/2011,0.0,gáz,,,0.0,0.0
655,Társasház,34619/A/2,Kenyérmező u. 6,,Pi.,IR/2,4,Népszínház negyed,Üres,Üres,Rossz állapotú,176.0,UDP,11/3/2011,39424.0,víz,,,0.0,0.0
657,Társasház,35100/A/1,Kis Fuvaros u. 11,,Pi.,OV,3,Magdolna negyed,Üres,Üres,Közepes állapotú,123.0,UDP,1/1/2000,44100.0,,,,0.0,0.0
660,Önkormányzati bérház,35088//0,Kis Fuvaros u. 3,,Pi.,UCP,3,Magdolna negyed,Üres,Üres,Rossz állapotú,89.0,UCP,11/17/1998,0.0,,Bérlő,határozatlan ideig,19472.0,233664.0
661,Társasház,35089/A/1,Kis Fuvaros u. 5,,Pi.,RA,3,Magdolna negyed,Üres,Üres,Közepes állapotú,53.0,UCP,1/1/2000,27417.0,,,,0.0,0.0
663,Önkormányzati bérház,35074//0,Kis Fuvaros u. 8,,Fsz.,6.,3,Magdolna negyed,Üres,Üres,Rossz állapotú,50.0,UDH (földszinti),1/1/2000,0.0,víz,Bérlő,határozatlan ideig,41614.0,499368.0
666,Társasház,35604/A/1,Kis Stáció u. 5,,Pi.,RA/1,2,Corvin negyed,Üres,Üres,Rossz állapotú,56.0,UCP,7/6/1999,8736.0,,,,0.0,0.0
667,Társasház,35604/A/2,Kis Stáció u. 5,,Pi.,RA/2,2,Corvin negyed,Kiadott,Üres,Rossz állapotú,25.0,UCP,4/1/2009,3900.0,,,,0.0,-118408.0
670,Önkormányzati bérház,35609//0,Kisfaludy u. 10-12,,Fsz.,UDH,3,Corvin negyed,Üres,Üres,Rossz állapotú,21.0,UDH (földszinti),6/1/1996,0.0,,Bérlő,határozatlan ideig,94619.0,1135428.0
671,Önkormányzati bérház,35609//0,Kisfaludy u. 10-12,,Pi.,jobb UCP,3,Corvin negyed,Üres,Üres,Rossz állapotú,44.0,UCP,6/1/1996,0.0,"áram, víz",Bérlő,határozatlan ideig,94619.0,1135428.0
672,Társasház,35616/A/26,Kisfaludy u. 24,,Pi.,UZ,3,Corvin negyed,Üres,Üres,Közepes állapotú,301.0,UCP,2/12/2009,64790.0,gáz,,,0.0,0.0
674,Társasház,35670/A/1,Kisfaludy u. 28/a,,Fsz./Pi.,UZ/1,3,Corvin negyed,Üres,Üres,Rossz állapotú,724.0,UCH+UCP,12/16/2013,335775.0,"áram, víz",,,0.0,0.0
676,Társasház,36386/A/41,Kisfaludy u. 40,,Pi.,MU,3,Corvin negyed,Üres,Üres,Közepes állapotú,30.0,UDP,7/13/2011,11310.0,"áram, víz",,,0.0,0.0
677,Társasház,36386/A/42,Kisfaludy u. 40,,Pi.,RA,3,Corvin negyed,Üres,Üres,Rossz állapotú,20.0,UDP,7/13/2011,9440.0,víz,,,0.0,0.0
678,Önkormányzati bérház,35631//0,Kisfaludy u. 5.,,,,3,Corvin negyed,Üres,Üres,Rossz állapotú,460.0,UDH (földszinti),4/6/1999,0.0,,,,0.0,0.0
679,Önkormányzati bérház,35631//0,Kisfaludy u. 5.,,,,3,Corvin negyed,Üres,Üres,Rossz állapotú,697.0,UDH (földszinti),6/27/1996,0.0,,,,0.0,0.0
680,Társasház,35607/A/1,Kisfaludy u. 6,,Pi.,RA,3,Corvin negyed,Üres,Üres,Rossz állapotú,12.0,UDP,1/1/1998,8394.0,,,,0.0,0.0
681,Önkormányzati bérház,35630//0,Kisfaludy u. 7,,as.,19.,3,Corvin negyed,Üres,Üres,Rossz állapotú,15.0,UDH (földszinti),7/22/2008,0.0,,,,0.0,0.0
682,Önkormányzati bérház,35630//0,Kisfaludy u. 7,,as.,2.,3,Corvin negyed,Üres,Üres,Rossz állapotú,42.0,UDP,7/22/2008,0.0,,,,0.0,0.0
683,Önkormányzati bérház,35630//0,Kisfaludy u. 7,,as.,4.,3,Corvin negyed,Üres,Üres,Rossz állapotú,29.0,UDP,7/22/2008,0.0,,,,0.0,0.0
684,Önkormányzati bérház,35630//0,Kisfaludy u. 7,,as.,1.,3,Corvin negyed,Üres,Üres,Rossz állapotú,34.0,UDP,7/22/2008,0.0,,,,0.0,0.0
685,Önkormányzati bérház,35630//0,Kisfaludy u. 7,,as.,5.,3,Corvin negyed,Üres,Üres,Rossz állapotú,42.0,UDP,7/22/2008,0.0,,,,0.0,0.0
686,Önkormányzati bérház,35630//0,Kisfaludy u. 7,,as.,3.,3,Corvin negyed,Üres,Üres,Rossz állapotú,28.0,UDP,7/22/2008,0.0,,,,0.0,0.0
689,Társasház,34650/A/41,Kiss J. u. 11,,Pi.,UZ/1,3,Népszínház negyed,Üres,Üres,Rossz állapotú,125.0,UCP,4/14/2015,22700.0,"áram, gáz, víz",,,0.0,0.0
692,Társasház,34674/A/1,Kiss J. u. 19,,Pi.,UZ/1,3,Népszínház negyed,Üres,Üres,Közepes állapotú,61.0,UDP,6/12/1995,15310.0,,,,0.0,0.0
695,Társasház,34647/A/2,Kiss J. u. 5,,Pi.,UZ/2,3,Népszínház negyed,Üres,Üres,Közepes állapotú,42.0,UCP,10/10/2013,13697.0,víz,,,0.0,0.0
696,Társasház,34648/A/1,Kiss J. u. 7,,Fsz./Pi.,UZ/1,3,Népszínház negyed,Kiadott,Üres,Közepes állapotú,75.0,UCH,5/9/2014,25275.0,"áram, víz",,,0.0,648558.0
698,Társasház,36040/A/44,Korányi S. u. 10,,Pi.,UZ,4,Orczy negyed,Üres,Üres,Közepes állapotú,119.0,UCP,11/21/1994,14818.0,víz,,,0.0,0.0
699,Önkormányzati bérház,36035//0,Korányi S. u. 20,,Pi.,UCP,4,Orczy negyed,Üres,Üres,Rossz állapotú,143.0,UCP,4/11/2006,0.0,,,,0.0,0.0
701,Önkormányzati bérház,35288/A/4,Koszorú u. 20,,Fsz.,IR/3B,4,Magdolna negyed,Üres,Üres,Rossz állapotú,68.0,UDH (földszinti),8/24/2013,0.0,"áram, gáz, víz",,,0.0,0.0
703,Társasház,35267/A/1,Koszorú u. 23,,Pi.,MÜ/1,4,Csarnok negyed,Üres,Üres,Rossz állapotú,47.0,UCP,1/27/2009,15089.0,víz,,,0.0,0.0
704,Társasház,35267/A/2,Koszorú u. 23,,Pi.,RA/1,4,Csarnok negyed,Üres,Üres,Rossz állapotú,42.0,UCP,2/22/2012,13479.0,víz,,,0.0,152400.0
705,Társasház,35267/A/3,Koszorú u. 23,,Pi.,ÜZ/1,4,Csarnok negyed,Üres,Üres,Közepes állapotú,49.0,UCP,10/26/2011,20780.0,"áram, gáz, víz",,,0.0,0.0
706,Társasház,35267/A/4,Koszorú u. 23,,Fsz.,ÜZ/2,4,Csarnok negyed,Üres,Üres,Rossz állapotú,57.0,UCH,12/20/2018,18294.0,"áram, víz",,,0.0,2971800.0
707,Társasház,35520/A/36,Koszorú u. 25-27,,Pi.,UZ/36,4,Csarnok negyed,Üres,Üres,Rossz állapotú,94.0,UCP,11/19/2015,33124.0,áram,,,0.0,0.0
708,Társasház,35520/A/37,Koszorú u. 25-27,,Pi.,UZ/37,4,Csarnok negyed,Üres,Üres,Rossz állapotú,101.0,UCP,3/3/2009,23725.0,áram,,,0.0,0.0
709,Társasház,35519/A/1,Koszorú u. 29,,Pi.,ÜZ/1,4,Csarnok negyed,Kiadott,Üres,Rossz állapotú,53.0,UCP,12/18/2013,22304.0,"áram, víz",,,0.0,0.0
710,Társasház,36674/A/2,Rökk Sz. u. 17,,Pi.,UZ/2,2,Palotanegyed,Üres,Üres,Közepes állapotú,78.0,UCP,4/1/2008,69498.0,"áram, gáz, víz",,,0.0,0.0
711,Társasház,36503/A/22,Vas u. 7,,as.,1.,3,Palotanegyed,Üres,Üres,Közepes állapotú,99.0,UCP,4/30/2019,62568.0,"áram, gáz, víz",,,0.0,0.0
713,Önkormányzati bérház,35892//0,Kőris u. 10,,Fsz.,UDH 1,4,Orczy negyed,Üres,Üres,Rossz állapotú,27.0,UDH (földszinti),6/30/2011,0.0,víz,,,0.0,251113.0
714,Önkormányzati bérház,35892//0,Kőris u. 10,,Fsz.,UDH 3,4,Orczy negyed,Üres,Üres,Közepes állapotú,55.0,UDH (földszinti),3/30/2021,0.0,víz,,,0.0,251113.0
715,Önkormányzati bérház,35892//0,Kőris u. 10,,Pi./Fsz.,UDH 2,4,Orczy negyed,Üres,Üres,Közepes állapotú,220.0,UDH+UDP,6/30/2011,0.0,"áram, víz",,,0.0,251113.0
716,Társasház,35893/A/1,Kőris u. 12,,Pi.,ÜZ,4,Orczy negyed,Üres,Üres,Közepes állapotú,113.0,UCP,11/2/1994,14630.0,,,,0.0,0.0
717,Társasház,35893/A/2,Kőris u. 12,,Pi.,ÜZ/2,4,Orczy negyed,Üres,Üres,Közepes állapotú,90.0,UCP,2/9/1995,11666.0,víz,,,0.0,0.0
721,Önkormányzati bérház,36069//0,Kőris u. 15,,,H/2,4,Orczy negyed,Üres,Üres,Rossz állapotú,63.0,-,1/22/2013,0.0,"áram, gáz, víz",Bérlő,határozatlan ideig,29992.0,359904.0
722,Társasház,35958/A/1,Kőris u. 26,,Pi.,1.,4,Orczy negyed,Üres,Üres,Közepes állapotú,120.0,UCP,10/27/2015,20915.0,víz,,,0.0,0.0
723,Önkormányzati bérház,35959//0,Kőris u. 28,,Pi.,UCP,4,Orczy negyed,Üres,Üres,Rossz állapotú,161.0,UCP,7/31/1992,0.0,,,,0.0,0.0
728,Társasház,35966/A/46,Kőris u. 31,,Pi.,,4,Orczy negyed,Üres,Üres,Rossz állapotú,149.0,UDP,1/1/2000,43210.0,,,,0.0,0.0
730,Önkormányzati bérház,35963//0,Kőris u. 37,,Fsz.,UDH 1,4,Orczy negyed,Üres,Üres,Rossz állapotú,13.0,UDH (földszinti),12/16/2014,0.0,,,,0.0,0.0
731,Önkormányzati bérház,35963//0,Kőris u. 37,,Fsz.,UDH 2,4,Orczy negyed,Üres,Üres,Rossz állapotú,79.0,UDH (földszinti),3/16/2010,0.0,,,,0.0,0.0
732,Társasház,35890/A/32,Kőris u. 6,,Fsz.,ÜZ/4,4,Orczy negyed,Üres,Üres,Közepes állapotú,20.0,UDH (földszinti),6/9/2015,4400.0,"gáz, víz",,,0.0,0.0
733,Társasház,36482/A/2,Bródy S. u. 46,,Pi./Fsz.,UZ/2,1,Palotanegyed,Üres,Üres,Közepes állapotú,106.0,UCH,8/31/2016,57960.0,"áram, gáz, víz",,,0.0,0.0
734,Társasház,36671/A/31,Krúdy u. 20,,Pi.,1.,1,Palotanegyed,Üres,Üres,Rossz állapotú,79.0,UCP,1/1/2000,23463.0,,,,0.0,0.0
740,Társasház,36467/A/27,Somogyi B. u. 19,,Fsz.,MU/1,1,Palotanegyed,Kiadott,Üres,Jó állapotú,108.0,UCH,1/1/2016,22893.0,"áram, gáz, víz",,,0.0,581782.0
742,Társasház,34746/A/1,Kun u. 11,,Pi.,1.,4,Népszínház negyed,Üres,Üres,Közepes állapotú,70.0,UCP,2/5/2018,22678.0,víz,,,0.0,0.0
745,Társasház,35347/A/1,Karácsony S. u. 2/b,,Fsz.,ÜZ/1,3,Magdolna negyed,Kiadott,Üres,Közepes állapotú,73.0,UCH,3/24/2012,35400.0,"áram, gáz, víz",,,0.0,489482.0
747,Társasház,34595/A/1,Légszesz u. 6,,Pi.,1.,4,Népszínház negyed,Üres,Üres,Közepes állapotú,48.0,UCP,4/16/2008,20412.0,víz,,,0.0,0.0
748,Társasház,34595/A/2,Légszesz u. 6,,Pi.,2.,4,Népszínház negyed,Üres,Üres,Közepes állapotú,48.0,UCP,4/16/2008,20104.0,víz,,,0.0,0.0
749,Társasház,35534/A/20,Leonardo da Vinci u. 1/b,,Pi.,OV,3,Corvin negyed,Üres,Üres,Rossz állapotú,51.0,UDP,1/26/2009,5775.0,,,,0.0,0.0
753,Társasház,36257/A/15,Leonardo da Vinci u. 42,,Pi.,1.,3,Corvin negyed,Üres,Üres,Rossz állapotú,43.0,UCP,9/3/1996,5225.0,víz,,,0.0,0.0
760,Társasház,36269/A/1,Leonardo da Vinci u. 44,,Pi.,1.,3,Corvin negyed,Üres,Üres,Rossz állapotú,48.0,UCP,1/1/2000,15640.0,víz,,,0.0,0.0
761,Társasház,36269/A/2,Leonardo da Vinci u. 44,,Pi.,RA/1,3,Corvin negyed,Üres,Üres,Rossz állapotú,65.0,UCP,1/1/2000,21216.0,víz,,,0.0,0.0
762,Társasház,36269/A/3,Leonardo da Vinci u. 44,,Pi.,RA/2,3,Corvin negyed,Üres,Üres,Rossz állapotú,192.0,UCP,1/1/2000,62628.0,víz,,,0.0,0.0
763,Társasház,36267/A/1,Leonardo da Vinci u. 46,,Pi.,1.,3,Corvin negyed,Üres,Üres,Közepes állapotú,51.0,UCP,3/30/1976,17640.0,víz,,,0.0,0.0
764,Társasház,36267/A/2,Leonardo da Vinci u. 46,,Pi.,2.,3,Corvin negyed,Üres,Üres,Közepes állapotú,94.0,UCP,11/5/2008,32536.0,víz,,,0.0,0.0
766,Társasház,35537/A/1,Leonardo da Vinci u. 7,,Fsz.,1.,3,Corvin negyed,Üres,Üres,Közepes állapotú,45.0,UCH,10/14/2014,12455.0,"áram, gáz",,,0.0,0.0
769,Társasház,35728/38/A/1,Losonci tér 7,,Fsz.,UZ/1,3,Losonci negyed,Kiadott,Üres,Közepes állapotú,199.0,UCH,12/21/2018,3980.0,hőmennyiség,,,0.0,80805.0
