,Kezelés,Helyrajzi és albetétszám,Cím,Lépcsőház,Emelet,Ajtó,Besorolási kategória,Negyed,2022szept_állapot,2023nov_állapot,Mőszaki állapot,Terület,Épületen belüli fekvés,Ü/Nü dátum,Tárgyhó KK,Mérőóra fajták,Aljogcím,Meddig,Aktuális hó bérleti / használati díj,Éves bérleti és / vagy használati díj
1478,Társasház,34927/A/28,Víg u. 26,,Pi.,1.,3,Csarnok negyed,Üres,Üres,Rossz állapotú,43.0,UCP,12/4/2008,12566.0,víz,,,0.0,0.0
1479,Társasház,34927/A/29,Víg u. 26,,Pi.,2.,3,Csarnok negyed,Üres,Üres,Rossz állapotú,121.0,UCP,12/4/2008,28469.0,,,,0.0,0.0
1486,Önkormányzati bérház,34942//0,Víg u. 30,,Pi.,UCP 2,3,Csarnok negyed,Üres,Üres,Rossz állapotú,24.0,UCP,10/25/2011,0.0,,,,0.0,0.0
1493,Önkormányzati bérház,34817//0,Víg u. 4,,Pi.,1.,3,Csarnok negyed,Üres,Üres,Rossz állapotú,15.0,UCP,2/15/2006,0.0,,,,0.0,0.0
1494,Önkormányzati bérház,34817//0,Víg u. 4,,Pi.,2.,3,Csarnok negyed,Üres,Üres,Rossz állapotú,82.0,UDP,2/15/2006,0.0,,,,0.0,0.0
1497,Társasház,35941/A/1,Visi I. u. 10,,Pi.,1.,4,Orczy negyed,Üres,Üres,Közepes állapotú,135.0,UCP,1/1/2000,35100.0,víz,,,0.0,0.0
1498,Társasház,35948/A/1,Visi I. u. 11,,Pi.,I.,4,Orczy negyed,Üres,Üres,Rossz állapotú,51.0,UCP,7/25/2010,16372.0,"áram, víz",,,0.0,0.0
1499,Társasház,35948/A/2,Visi I. u. 11,,Pi.,II.,4,Orczy negyed,Üres,Üres,Rossz állapotú,72.0,UCP,9/18/2012,47909.0,,,,0.0,0.0
1500,Társasház,35938/A/1,Visi I. u. 4,,Pi.,1.,4,Orczy negyed,Üres,Üres,Közepes állapotú,34.0,UCP,7/27/2010,13022.0,áram,,,0.0,0.0
1503,Társasház,35950/A/30,Visi I. u. 7,,Pi.,1.,4,Orczy negyed,Üres,Üres,Közepes állapotú,54.0,UCP,1/1/2000,14310.0,víz,,,0.0,0.0
1505,Társasház,35940/A/36,Visi I. u. 8,,Pi.,1.,4,Orczy negyed,Üres,Üres,Rossz állapotú,54.0,UCP,5/14/2007,9137.0,víz,,,0.0,0.0
1506,Társasház,35940/A/37,Visi I. u. 8,,Pi.,2.,4,Orczy negyed,Üres,Üres,Rossz állapotú,48.0,-,5/14/2007,8122.0,,,,0.0,0.0
1507,Társasház,35949/A/1,Visi I. u. 9,,Pi.,I.,4,Orczy negyed,Üres,Üres,Rossz állapotú,70.0,UCP,12/13/2004,32000.0,víz,,,0.0,0.0
1508,Társasház,35949/A/2,Visi I. u. 9,,Pi.,II.,4,Orczy negyed,Üres,Üres,Közepes állapotú,74.0,UCP,8/4/2009,26450.0,víz,,,0.0,0.0
